TestCaseID,Run,Browser,RequirementFeature,TestCaseTitle,Remarks
CLN_TC010,NO,FF,Contact Lenses,Verify Contact Lenses Product Details Page,
CLN_TC011,NO,FF,Contact Lenses,contact lenses navigation and display of product,
CLN_TC012,NO,FF,Contact Lenses,Verify Eye care club page,
CLN_TC013,NO,FF,Contact Lenses,Verify the contact lenses navigation and display of product when user selects Contact lens offers,
